Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
4198,8.60,0.63,0.17,2.90,0.10,21.00,119.00,1.00,3.09,0.52,9.30,5,Red Wine
4193,7.90,0.36,0.53,12.90,0.05,63.00,139.00,1.00,2.94,0.45,9.10,5,White Wine
1763,6.80,0.32,0.34,6.00,0.05,5.00,129.00,1.00,3.19,0.40,9.10,5,White Wine
4184,6.60,0.24,0.22,12.30,0.05,35.00,146.00,1.00,3.10,0.67,9.40,5,White Wine
5432,7.20,0.23,0.39,2.30,0.03,29.00,102.00,0.99,3.26,0.54,12.30,7,White Wine
4092,7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8,White Wine
2568,6.40,0.25,0.30,5.50,0.04,15.00,129.00,0.99,3.14,0.49,9.60,6,White Wine
5266,6.60,0.72,0.09,5.50,0.12,9.00,17.00,1.00,3.35,0.49,10.80,6,Red Wine
2537,8.70,0.70,0.24,2.50,0.23,5.00,15.00,1.00,3.32,0.60,9.00,6,Red Wine
1688,6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8,White Wine
1545,8.10,0.19,0.40,0.90,0.04,73.00,180.00,0.99,3.06,0.34,10.00,6,White Wine
5473,10.00,0.41,0.45,6.20,0.07,6.00,14.00,1.00,3.21,0.49,11.80,7,Red Wine
4824,6.60,0.72,0.20,7.80,0.07,29.00,79.00,1.00,3.29,0.54,9.20,5,Red Wine
1262,6.40,0.18,0.32,9.60,0.05,24.00,90.00,1.00,3.35,0.49,9.40,6,White Wine
2374,5.30,0.24,0.33,1.30,0.03,25.00,97.00,0.99,3.59,0.38,11.00,8,White Wine
2877,6.40,0.28,0.43,7.10,0.04,60.00,221.00,1.00,3.09,0.45,9.40,6,White Wine
401,7.30,0.59,0.26,7.20,0.07,35.00,121.00,1.00,3.37,0.49,9.40,5,Red Wine
1473,6.50,0.18,0.33,8.00,0.05,16.00,131.00,1.00,3.28,0.44,8.70,7,White Wine
4994,6.40,0.30,0.45,3.50,0.20,76.00,180.00,0.99,3.02,0.39,9.10,6,White Wine
2518,5.90,0.41,0.02,0.80,0.04,22.00,63.00,0.99,3.36,0.36,9.30,5,White Wine
2014,7.80,0.45,0.56,1.00,0.04,8.00,84.00,0.99,3.25,0.43,10.80,5,White Wine
3093,7.00,0.31,0.52,1.70,0.03,5.00,61.00,0.99,3.07,0.43,10.40,5,White Wine
2266,6.00,0.28,0.29,19.30,0.05,36.00,174.00,1.00,3.14,0.50,9.00,5,White Wine
6147,6.90,0.42,0.20,15.40,0.04,57.00,201.00,1.00,3.08,0.54,9.40,5,White Wine
5547,7.60,0.38,0.20,3.40,0.05,9.00,116.00,0.99,3.15,0.41,9.40,5,White Wine
1632,6.00,0.22,0.23,5.00,0.04,10.00,122.00,0.99,2.94,0.63,10.00,6,White Wine
1806,7.00,0.25,0.29,15.20,0.05,40.00,171.00,1.00,3.22,0.45,9.30,5,White Wine
2883,6.00,0.31,0.32,7.40,0.17,47.00,159.00,1.00,3.19,0.50,9.40,6,White Wine
3484,6.90,0.30,0.36,0.90,0.04,40.00,156.00,0.99,3.08,0.36,12.10,6,White Wine
5542,6.70,0.58,0.08,1.80,0.10,15.00,65.00,1.00,3.28,0.54,9.20,5,Red Wine
4716,7.20,0.69,0.21,9.50,0.07,33.00,172.00,1.00,3.00,0.55,9.10,6,White Wine
5980,5.50,0.14,0.27,4.60,0.03,22.00,104.00,0.99,3.34,0.44,9.00,5,White Wine
5109,6.70,0.41,0.27,2.60,0.03,25.00,85.00,0.99,3.05,0.34,11.70,6,White Wine
1,7.20,0.69,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5,Red Wine
4649,6.20,0.30,0.33,3.50,0.04,37.00,155.00,0.99,3.18,0.37,12.40,6,White Wine
5191,7.40,0.25,0.49,1.10,0.04,35.00,156.00,0.99,3.13,0.55,11.30,5,White Wine
2708,8.40,0.37,0.43,2.30,0.06,12.00,19.00,1.00,3.17,0.81,11.20,7,Red Wine
3907,7.40,0.18,0.34,2.70,0.03,30.00,107.00,0.99,2.97,0.53,11.00,6,White Wine
4442,7.10,0.43,0.42,5.50,0.07,28.00,128.00,1.00,3.42,0.71,10.50,5,Red Wine
2990,9.00,0.40,0.43,2.40,0.07,29.00,46.00,0.99,3.20,0.60,12.20,6,Red Wine
3414,6.80,0.17,0.32,1.40,0.04,35.00,106.00,0.99,3.16,0.66,12.00,5,White Wine
6049,9.80,0.51,0.19,3.20,0.08,8.00,30.00,1.00,3.23,0.58,10.50,6,Red Wine
745,5.60,0.12,0.33,2.90,0.04,21.00,73.00,0.99,3.17,0.32,12.90,8,White Wine
3647,7.20,0.34,0.23,8.90,0.10,22.00,155.00,1.00,3.01,0.58,9.50,5,White Wine
2332,8.70,0.24,0.35,0.60,0.04,11.00,71.00,0.99,3.08,0.38,10.60,5,White Wine
5363,7.70,0.12,0.32,1.40,0.06,47.00,150.00,1.00,3.37,0.42,9.20,6,White Wine
5591,8.60,0.47,0.27,2.30,0.06,14.00,28.00,1.00,3.18,0.80,11.20,5,Red Wine
6018,6.70,0.19,0.32,3.70,0.04,26.00,76.00,0.99,2.90,0.57,10.50,7,White Wine
109,11.50,0.31,0.51,2.20,0.08,14.00,28.00,1.00,3.03,0.93,9.80,6,Red Wine
3351,9.90,0.54,0.45,2.30,0.07,16.00,40.00,1.00,3.39,0.62,9.40,5,Red Wine
2166,6.40,0.44,0.44,14.40,0.05,29.00,228.00,1.00,3.26,0.54,8.80,7,White Wine
2249,5.90,0.29,0.33,7.40,0.04,58.00,205.00,0.99,3.26,0.41,9.60,5,White Wine
6014,6.00,0.20,0.24,1.80,0.03,30.00,105.00,0.99,3.31,0.47,11.50,6,White Wine
218,8.50,0.19,0.56,17.30,0.06,47.00,169.00,1.00,3.07,0.67,9.30,6,White Wine
1419,6.50,0.46,0.24,11.50,0.05,56.00,171.00,1.00,3.08,0.56,9.80,6,White Wine
4225,7.10,0.46,0.23,13.70,0.04,44.00,192.00,1.00,3.11,0.53,9.40,5,White Wine
6088,5.40,0.30,0.30,1.20,0.03,25.00,93.00,0.99,3.31,0.40,13.60,7,White Wine
4913,9.50,0.78,0.22,1.90,0.08,6.00,32.00,1.00,3.26,0.56,10.60,6,Red Wine
5990,11.60,0.41,0.54,1.50,0.10,22.00,41.00,1.00,3.02,0.76,9.90,7,Red Wine
4261,6.10,0.16,0.27,12.60,0.06,63.00,162.00,1.00,3.66,0.43,8.90,5,White Wine
2621,6.50,0.18,0.26,1.40,0.04,40.00,141.00,0.99,3.34,0.72,9.50,6,White Wine
6442,9.70,0.42,0.46,2.10,0.07,5.00,16.00,1.00,3.27,0.74,12.30,6,Red Wine
5424,5.90,0.43,0.16,6.40,0.03,21.00,134.00,0.99,3.24,0.46,12.20,6,White Wine
6164,7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6,Red Wine
2753,7.50,0.32,0.24,4.60,0.05,8.00,134.00,1.00,3.14,0.50,9.10,3,White Wine
429,6.70,0.75,0.01,2.40,0.08,17.00,32.00,1.00,3.55,0.61,12.80,6,Red Wine
6293,7.30,0.15,0.40,2.00,0.05,24.00,92.00,0.99,3.14,0.45,10.50,5,White Wine
3088,10.10,0.31,0.35,1.60,0.07,9.00,28.00,1.00,3.24,0.83,11.20,7,Red Wine
535,8.00,0.67,0.30,2.00,0.06,38.00,62.00,1.00,3.26,0.56,10.20,6,Red Wine
1772,6.20,0.34,0.30,11.10,0.05,28.00,237.00,1.00,3.18,0.49,8.70,5,White Wine
5173,7.60,0.18,0.28,7.10,0.04,29.00,110.00,1.00,3.20,0.42,9.20,6,White Wine
1692,6.80,0.36,0.32,1.80,0.07,4.00,8.00,0.99,3.36,0.55,12.80,7,Red Wine
927,6.60,0.40,0.32,1.70,0.04,39.00,84.00,0.99,3.59,0.48,12.70,7,White Wine
1601,7.10,0.59,0.00,2.20,0.08,26.00,44.00,1.00,3.42,0.68,10.80,6,Red Wine
601,5.80,0.28,0.28,4.20,0.04,52.00,158.00,0.99,3.35,0.44,10.70,7,White Wine
1859,6.30,0.34,0.31,6.00,0.02,18.00,68.00,0.99,3.22,0.29,13.40,7,White Wine
1171,7.90,0.14,0.28,1.80,0.04,44.00,178.00,1.00,3.45,0.43,9.20,6,White Wine
3357,6.30,0.39,0.35,5.90,0.04,82.50,260.00,0.99,3.12,0.66,10.10,5,White Wine
758,9.90,0.54,0.45,2.30,0.07,16.00,40.00,1.00,3.39,0.62,9.40,5,Red Wine
1487,5.30,0.58,0.07,6.90,0.04,34.00,149.00,0.99,3.34,0.57,9.70,5,White Wine
2100,6.60,0.26,0.52,8.20,0.05,52.00,191.00,1.00,3.16,0.47,9.50,6,White Wine
4753,6.60,0.34,0.27,6.20,0.06,23.00,136.00,1.00,3.30,0.49,10.10,6,White Wine
6129,7.60,0.22,0.28,12.00,0.06,68.00,143.00,1.00,2.99,0.30,9.20,6,White Wine
1338,6.20,0.35,0.20,18.10,0.07,33.00,158.00,1.00,3.15,0.50,8.80,6,White Wine
2329,4.20,0.17,0.36,1.80,0.03,93.00,161.00,0.99,3.65,0.89,12.00,7,White Wine
2388,12.30,0.27,0.49,3.10,0.08,28.00,46.00,1.00,3.20,0.80,10.20,6,Red Wine
260,10.50,0.26,0.47,1.90,0.08,6.00,24.00,1.00,3.18,1.04,10.90,7,Red Wine
5777,6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8,White Wine
2493,6.80,0.21,0.49,14.50,0.06,50.00,170.00,1.00,3.55,0.44,9.80,6,White Wine
3266,9.30,0.39,0.44,2.10,0.11,34.00,125.00,1.00,3.14,1.22,9.50,5,Red Wine
3434,6.60,0.38,0.29,2.90,0.04,15.00,101.00,0.99,3.04,0.37,12.50,6,White Wine
689,9.10,0.28,0.49,2.00,0.06,10.00,112.00,1.00,3.15,0.46,10.10,5,White Wine
4501,6.20,0.36,0.27,3.20,0.03,13.00,73.00,0.99,2.90,0.69,12.60,7,White Wine
1544,6.80,0.30,0.27,11.60,0.03,22.00,97.00,0.99,2.96,0.38,11.70,6,White Wine
4050,5.60,0.25,0.19,2.40,0.05,42.00,166.00,0.99,3.25,0.43,10.40,6,White Wine
4957,9.90,0.35,0.41,2.30,0.08,11.00,61.00,1.00,3.21,0.50,9.50,5,Red Wine
5417,7.50,0.42,0.32,2.70,0.07,7.00,25.00,1.00,3.24,0.44,10.40,5,Red Wine
96,8.10,0.29,0.49,7.10,0.04,22.00,124.00,0.99,3.14,0.41,10.80,6,White Wine
2318,9.70,0.69,0.32,2.50,0.09,22.00,91.00,1.00,3.29,0.62,10.10,5,Red Wine
3551,7.50,0.24,0.62,10.60,0.04,51.00,153.00,1.00,3.16,0.44,8.80,5,White Wine
5949,6.80,0.17,0.17,5.10,0.05,26.00,82.00,0.99,3.00,0.38,9.80,6,White Wine
2385,6.10,0.36,0.41,19.35,0.07,67.00,207.00,1.00,3.39,0.53,9.10,5,White Wine
4130,7.90,0.33,0.28,31.60,0.05,35.00,176.00,1.01,3.15,0.38,8.80,6,White Wine
1736,11.50,0.59,0.59,2.60,0.09,13.00,49.00,1.00,3.18,0.65,11.00,6,Red Wine
2764,5.60,0.34,0.30,6.90,0.04,23.00,89.00,0.99,3.25,0.49,11.10,6,White Wine
4273,6.70,0.53,0.29,4.30,0.07,20.00,114.00,0.99,3.22,0.59,13.40,6,White Wine
322,6.60,0.14,0.44,1.60,0.04,47.00,140.00,0.99,3.32,0.51,10.20,6,White Wine
3369,7.30,0.36,0.34,14.80,0.06,46.00,173.00,1.00,3.14,0.57,10.20,5,White Wine
5007,6.60,0.39,0.49,1.70,0.07,23.00,149.00,0.99,3.12,0.50,11.50,6,Red Wine
2235,6.90,0.74,0.03,2.30,0.05,7.00,16.00,1.00,3.45,0.63,11.50,6,Red Wine
5436,6.50,0.20,0.33,1.50,0.04,36.00,110.00,0.99,3.22,0.65,12.00,6,White Wine
3939,6.00,0.40,0.00,1.40,0.04,7.00,55.00,0.99,3.37,0.38,11.20,4,White Wine
5742,5.60,0.34,0.10,1.30,0.03,20.00,68.00,0.99,3.36,0.51,11.20,7,White Wine
3338,6.80,0.12,0.31,5.20,0.04,29.00,120.00,0.99,3.41,0.46,9.80,7,White Wine
1933,7.20,0.34,0.21,2.50,0.07,41.00,68.00,1.00,3.37,0.54,10.10,6,Red Wine
2868,6.00,0.26,0.42,5.20,0.03,70.00,178.00,0.99,3.40,0.40,12.30,8,White Wine
6111,7.00,0.32,0.24,6.20,0.05,31.00,228.00,1.00,3.23,0.62,9.40,6,White Wine
661,5.20,0.21,0.31,1.70,0.05,17.00,61.00,0.99,3.24,0.37,12.00,7,White Wine
269,6.80,0.22,0.29,8.90,0.05,82.00,188.00,1.00,3.30,0.44,10.30,6,White Wine
5458,6.90,0.17,0.22,4.60,0.06,55.00,152.00,1.00,3.29,0.37,9.30,6,White Wine
1551,7.20,0.40,0.62,10.80,0.04,70.00,189.00,1.00,3.08,0.49,8.60,4,White Wine
5811,7.50,0.23,0.68,11.00,0.05,37.00,133.00,1.00,2.99,0.38,8.80,5,White Wine
5014,8.20,0.18,0.28,8.50,0.04,41.00,140.00,1.00,3.04,0.37,10.10,7,White Wine
6144,11.50,0.32,0.54,2.10,0.08,5.00,15.00,1.00,2.98,0.70,9.20,6,Red Wine
534,7.10,0.66,0.00,3.90,0.09,17.00,45.00,1.00,3.46,0.54,9.50,5,Red Wine
3909,6.90,0.63,0.01,2.40,0.08,14.00,39.00,1.00,3.34,0.53,10.80,6,Red Wine
6327,7.20,0.20,0.22,1.60,0.04,17.00,101.00,0.99,3.37,0.53,10.00,5,White Wine
6035,6.60,0.21,0.31,11.40,0.04,46.00,165.00,1.00,3.41,0.44,9.80,7,White Wine
2887,6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5,White Wine
4663,9.90,0.35,0.41,2.30,0.08,11.00,61.00,1.00,3.21,0.50,9.50,5,Red Wine
1974,7.00,0.33,0.32,1.20,0.05,38.00,138.00,0.99,3.13,0.28,11.20,6,White Wine
5224,7.00,0.69,0.00,1.90,0.10,9.00,22.00,1.00,3.34,0.60,9.70,5,Red Wine
2812,6.80,0.57,0.00,2.50,0.07,32.00,64.00,0.99,3.43,0.56,11.20,6,Red Wine
84,7.30,0.20,0.39,2.30,0.05,24.00,87.00,0.99,2.94,0.35,12.00,6,White Wine
443,8.20,0.40,0.48,13.70,0.04,59.00,169.00,1.00,3.10,0.52,9.40,5,White Wine
2171,6.50,0.22,0.19,4.50,0.10,16.00,115.00,0.99,3.02,0.44,9.60,5,White Wine
1027,7.30,0.22,0.26,1.50,0.04,32.00,172.00,0.99,3.27,0.48,11.20,6,White Wine
1173,7.20,0.25,0.37,2.50,0.06,11.00,41.00,0.99,3.52,0.80,12.40,7,Red Wine
2938,6.80,0.26,0.46,8.30,0.04,49.00,173.00,1.00,3.17,0.47,9.30,5,White Wine
1377,7.20,0.26,0.24,7.00,0.02,19.00,130.00,0.99,3.14,0.49,12.80,7,White Wine
3251,6.90,0.44,0.27,5.00,0.04,33.00,166.00,0.99,3.20,0.42,12.20,6,White Wine
3522,8.30,0.25,0.33,2.50,0.05,12.00,72.00,0.99,2.89,0.48,9.50,5,White Wine
1881,7.40,0.16,0.49,1.20,0.06,18.00,150.00,0.99,3.23,0.47,11.20,6,White Wine
2526,9.90,0.74,0.28,2.60,0.08,21.00,77.00,1.00,3.28,0.51,9.80,5,Red Wine
2396,6.20,0.47,0.19,8.30,0.03,24.00,142.00,0.99,3.22,0.45,12.30,6,White Wine
910,7.90,0.44,0.37,5.85,0.03,27.00,93.00,0.99,3.16,0.54,12.60,7,White Wine
2657,10.20,0.29,0.65,2.40,0.07,6.00,17.00,1.00,3.22,0.63,11.80,6,Red Wine
5297,7.10,0.31,0.17,1.00,0.04,21.00,144.00,0.99,3.13,0.40,9.60,5,White Wine
5577,7.50,0.77,0.20,8.10,0.10,30.00,92.00,1.00,3.20,0.58,9.20,5,Red Wine
3937,7.10,0.23,0.39,13.70,0.06,26.00,172.00,1.00,2.90,0.46,9.00,6,White Wine
1370,6.70,0.64,0.30,1.20,0.03,18.00,76.00,0.99,3.16,0.60,12.90,4,White Wine
4319,8.20,0.29,0.49,1.00,0.04,29.00,118.00,0.99,3.24,0.36,10.90,4,White Wine
4958,6.10,0.28,0.22,1.80,0.03,32.00,116.00,0.99,3.36,0.44,12.60,6,White Wine
4282,7.60,0.24,0.44,3.80,0.04,49.00,146.00,0.99,3.06,0.37,11.60,6,White Wine
4341,8.30,0.65,0.10,2.90,0.09,17.00,40.00,1.00,3.29,0.55,9.50,5,Red Wine
1232,7.20,0.58,0.27,5.80,0.03,40.00,118.00,0.99,3.17,0.53,13.00,7,White Wine
5204,6.80,0.35,0.44,6.50,0.06,31.00,161.00,1.00,3.14,0.44,9.50,5,White Wine
5768,7.10,0.30,0.49,1.60,0.04,31.00,100.00,0.99,3.40,0.59,10.20,5,White Wine
2340,6.40,0.56,0.15,1.80,0.08,17.00,65.00,0.99,3.33,0.60,10.50,6,Red Wine
235,6.50,0.14,0.32,2.70,0.04,18.00,89.00,0.99,3.40,0.74,11.50,7,White Wine
5886,6.60,0.23,0.20,11.40,0.04,45.00,131.00,1.00,2.96,0.51,9.70,6,White Wine
2866,6.00,0.38,0.26,6.00,0.03,42.00,134.00,0.99,3.38,0.38,12.30,7,White Wine
302,7.20,0.40,0.62,10.80,0.04,70.00,189.00,1.00,3.08,0.49,8.60,4,White Wine
130,7.40,0.19,0.49,9.30,0.03,26.00,132.00,0.99,2.99,0.32,11.00,7,White Wine
3233,8.00,0.24,0.33,1.20,0.04,28.00,101.00,0.99,3.03,0.43,12.50,6,White Wine
5377,5.70,0.21,0.24,2.30,0.05,60.00,189.00,0.99,3.65,0.72,10.10,6,White Wine
5731,7.80,0.27,0.34,1.60,0.05,27.00,154.00,0.99,3.05,0.45,10.50,6,White Wine
364,6.40,0.12,0.36,1.40,0.04,22.00,68.00,0.99,3.15,0.50,11.70,7,White Wine
5972,10.90,0.39,0.47,1.80,0.12,6.00,14.00,1.00,3.30,0.75,9.80,6,Red Wine
5688,6.80,0.32,0.21,2.20,0.04,15.00,68.00,0.99,3.17,0.39,9.40,6,White Wine
4316,4.70,0.46,0.18,1.90,0.04,33.00,106.00,0.99,3.21,0.83,14.00,7,White Wine
4164,7.10,0.53,0.24,0.80,0.03,29.00,86.00,0.99,3.16,0.32,9.10,4,White Wine
69,6.20,0.57,0.10,2.10,0.05,4.00,11.00,0.99,3.44,0.76,10.80,6,Red Wine
1196,7.30,0.13,0.32,14.40,0.05,34.00,109.00,1.00,3.20,0.35,9.20,6,White Wine
5461,6.40,0.22,0.32,7.90,0.03,34.00,124.00,0.99,3.40,0.39,10.20,5,White Wine
5256,6.70,0.20,0.24,6.50,0.04,28.00,100.00,0.99,3.12,0.33,10.20,6,White Wine
1784,6.60,0.17,0.28,1.10,0.03,55.00,108.00,0.99,3.00,0.52,11.90,7,White Wine
3440,6.90,0.22,0.31,6.30,0.03,41.00,131.00,0.99,3.08,0.49,10.80,6,White Wine
5498,6.80,0.45,0.28,26.05,0.03,27.00,122.00,1.00,3.06,0.42,10.60,6,White Wine
414,8.30,0.78,0.10,2.60,0.08,45.00,87.00,1.00,3.48,0.53,10.00,5,Red Wine
4035,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8,White Wine
3957,6.10,0.27,0.30,16.70,0.04,49.00,172.00,1.00,3.40,0.45,9.40,5,White Wine
4498,7.40,0.19,0.31,14.50,0.04,39.00,193.00,1.00,3.10,0.50,9.20,6,White Wine
4395,6.50,0.15,0.32,1.30,0.04,19.00,76.00,0.99,3.18,0.41,12.30,6,White Wine
371,7.20,0.23,0.19,13.70,0.05,47.00,197.00,1.00,3.12,0.53,9.00,5,White Wine
4031,6.30,0.41,0.30,3.20,0.03,49.00,164.00,0.99,3.53,0.79,11.70,7,White Wine
5097,6.40,0.34,0.20,14.90,0.06,37.00,162.00,1.00,3.13,0.45,9.00,4,White Wine
5796,13.70,0.41,0.68,2.90,0.09,17.00,43.00,1.00,3.06,0.80,10.00,6,Red Wine
5867,7.70,0.61,0.18,2.40,0.08,6.00,20.00,1.00,3.29,0.60,10.20,6,Red Wine
4513,5.60,0.49,0.13,4.50,0.04,17.00,116.00,0.99,3.42,0.90,13.70,7,White Wine
2190,6.80,0.52,0.26,5.70,0.04,27.00,130.00,0.99,3.11,0.27,13.00,7,White Wine
1390,6.50,0.26,0.50,8.00,0.05,46.00,197.00,1.00,3.18,0.47,9.50,5,White Wine
2719,6.60,0.26,0.38,6.50,0.17,68.00,201.00,1.00,3.19,0.38,9.40,6,White Wine
5335,6.90,0.54,0.30,2.20,0.09,9.00,105.00,1.00,3.25,1.18,10.50,6,Red Wine
3605,7.20,0.16,0.26,7.10,0.05,41.00,224.00,1.00,3.38,0.55,10.10,5,White Wine
5506,9.60,0.68,0.24,2.20,0.09,5.00,28.00,1.00,3.14,0.60,10.20,5,Red Wine
2542,6.40,0.37,0.37,4.85,0.04,39.50,216.50,0.99,3.10,0.50,9.80,6,White Wine
6153,6.40,0.18,0.48,18.00,0.05,56.00,183.00,1.00,2.98,0.61,8.50,6,White Wine
2433,6.60,0.36,0.52,10.10,0.05,29.00,140.00,1.00,3.07,0.40,9.40,5,White Wine
4945,6.70,0.16,0.32,12.50,0.04,18.00,156.00,1.00,2.88,0.36,9.00,6,White Wine
2334,6.60,0.27,0.33,1.40,0.04,24.00,183.00,0.99,3.29,0.46,10.70,5,White Wine
993,6.00,0.26,0.29,3.10,0.04,37.00,144.00,0.99,3.22,0.39,12.80,7,White Wine
517,8.90,0.74,0.18,2.50,0.08,15.00,48.00,1.00,3.20,0.47,9.70,6,Red Wine
2346,7.80,0.60,0.14,2.40,0.09,3.00,15.00,1.00,3.42,0.60,10.80,6,Red Wine
1702,7.50,0.29,0.67,8.10,0.04,53.00,166.00,1.00,2.90,0.41,8.90,6,White Wine
2565,7.40,0.35,0.31,17.95,0.06,42.00,187.00,1.00,3.27,0.64,9.10,5,White Wine
8,6.90,0.75,0.13,6.30,0.04,19.00,50.00,0.99,3.09,0.25,11.10,4,White Wine
4764,6.90,0.25,0.24,3.60,0.06,13.00,85.00,0.99,2.99,0.48,9.50,4,White Wine
1520,7.90,0.20,0.34,1.20,0.04,29.00,118.00,0.99,3.14,0.41,10.60,6,White Wine
3586,5.80,0.18,0.28,1.30,0.03,9.00,94.00,0.99,3.21,0.52,11.20,6,White Wine
4275,7.00,0.15,0.38,15.30,0.04,54.00,120.00,1.00,3.18,0.42,9.80,6,White Wine
4222,7.80,0.34,0.27,1.20,0.04,25.00,106.00,0.99,3.01,0.55,10.40,5,White Wine
1160,6.70,0.20,0.37,1.65,0.03,42.00,103.00,0.99,3.11,0.45,11.40,5,White Wine
678,6.40,0.12,0.30,1.10,0.03,37.00,94.00,0.99,3.01,0.56,11.70,6,White Wine
6402,7.60,0.36,0.44,8.30,0.26,28.00,142.00,1.00,3.12,0.43,10.20,6,White Wine
4902,6.60,0.41,0.24,4.90,0.16,47.00,144.00,0.99,3.17,0.49,9.40,5,White Wine
3643,6.60,0.26,0.56,15.40,0.05,32.00,141.00,1.00,3.11,0.49,9.30,5,White Wine
1983,6.90,1.09,0.06,2.10,0.06,12.00,31.00,0.99,3.51,0.43,11.40,4,Red Wine
88,8.00,0.39,0.30,1.90,0.07,32.00,84.00,1.00,3.39,0.61,9.00,5,Red Wine
2420,7.50,0.35,0.48,12.40,0.06,61.00,176.50,1.00,2.97,0.52,8.80,5,White Wine
2756,8.20,0.20,0.49,3.50,0.06,14.00,108.00,0.99,3.19,0.35,11.50,6,White Wine
3539,6.40,0.23,0.48,2.20,0.12,29.00,104.00,0.99,3.24,0.58,12.10,6,White Wine
4964,7.60,0.29,0.26,6.50,0.04,32.00,160.00,0.99,3.14,0.47,10.70,5,White Wine
3305,8.30,0.28,0.40,7.80,0.04,38.00,194.00,1.00,3.34,0.51,9.60,6,White Wine
1867,6.60,0.25,0.42,11.30,0.05,77.00,231.00,1.00,3.24,0.52,9.50,6,White Wine
1982,6.40,0.16,0.22,1.40,0.04,41.00,149.00,0.99,3.49,0.58,10.00,6,White Wine
3554,6.00,0.31,0.47,3.60,0.07,18.00,42.00,1.00,3.39,0.66,11.00,6,Red Wine
1564,6.70,0.61,0.21,1.65,0.12,40.00,240.00,0.99,3.11,0.57,9.30,5,White Wine
12,6.80,0.18,0.28,1.10,0.03,32.00,112.00,0.99,3.15,0.45,11.00,7,White Wine
1531,7.15,0.17,0.24,9.60,0.12,56.00,178.00,1.00,3.15,0.44,10.20,6,White Wine
5139,6.30,0.39,0.22,2.80,0.05,53.00,173.00,0.99,3.24,0.45,9.80,5,White Wine
3286,5.20,0.22,0.46,6.20,0.07,41.00,187.00,0.99,3.19,0.42,9.73,5,White Wine
2455,7.90,0.31,0.22,13.30,0.05,46.00,212.00,1.00,3.47,0.59,10.00,5,White Wine
2590,7.40,0.27,0.26,11.80,0.05,55.00,173.00,1.00,3.11,0.60,9.80,5,White Wine
5052,5.50,0.29,0.30,1.10,0.02,20.00,110.00,0.99,3.34,0.38,12.80,7,White Wine
4532,8.60,0.22,0.36,1.90,0.06,53.00,77.00,1.00,3.47,0.87,11.00,7,Red Wine
2063,7.20,0.29,0.18,8.20,0.04,41.00,180.00,1.00,3.16,0.49,9.10,5,White Wine
5792,7.50,0.13,0.38,1.10,0.02,42.00,104.00,0.99,3.28,0.53,11.80,6,White Wine
774,5.90,0.18,0.28,5.10,0.04,50.00,139.00,0.99,3.16,0.44,11.30,6,White Wine
2243,6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5,White Wine
6330,5.10,0.30,0.30,2.30,0.05,40.00,150.00,0.99,3.29,0.46,12.20,6,White Wine
5069,9.30,0.36,0.39,1.50,0.08,41.00,55.00,1.00,3.47,0.73,10.90,6,Red Wine
4601,6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.25,6,Red Wine
113,6.00,0.17,0.33,6.00,0.04,30.00,111.00,0.99,3.32,0.58,10.13,7,White Wine
2884,7.60,0.31,0.24,1.80,0.04,39.00,150.00,0.99,3.05,0.44,11.80,7,White Wine
2393,6.40,0.19,0.35,10.20,0.04,40.00,106.00,1.00,3.16,0.50,9.70,6,White Wine
1504,7.00,0.35,0.30,6.50,0.03,27.00,87.00,0.99,3.40,0.42,11.40,7,White Wine
5546,6.70,0.15,0.38,1.70,0.04,20.00,84.00,0.99,3.09,0.53,11.40,6,White Wine
1202,7.80,0.41,0.68,1.70,0.47,18.00,69.00,1.00,3.08,1.31,9.30,5,Red Wine
3700,5.60,0.23,0.29,1.20,0.05,33.00,127.00,0.99,3.34,0.50,11.00,7,White Wine
1875,6.40,0.23,0.35,4.60,0.04,43.00,147.00,0.99,3.18,0.40,11.00,7,White Wine
4695,6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5,White Wine
2314,7.10,0.21,0.28,2.70,0.03,23.00,111.00,0.99,3.35,0.64,10.20,4,White Wine
862,9.30,0.39,0.40,2.60,0.07,10.00,26.00,1.00,3.34,0.75,10.20,6,Red Wine
5766,6.00,0.28,0.27,15.50,0.04,31.00,134.00,0.99,3.19,0.44,13.00,7,White Wine
695,7.50,0.38,0.33,5.00,0.04,30.00,131.00,0.99,3.32,0.44,10.90,6,White Wine
3807,5.60,0.35,0.14,5.00,0.05,48.00,198.00,0.99,3.30,0.71,10.30,5,White Wine
